Crop,Week,Temp_C,Humidity_RH,pH_Water,N_ppm,P_ppm,K_ppm,EC_Target
arugula,3,30.77,55.73,6.33,148.48,37.57,185.16,0.716
mint,2,15.48,30.2,6.94,92.24,28.12,92.24,0.41
mint,5,20.39,52.0,4.93,153.12,38.31,178.62,0.714
zucchini,4,20.96,38.85,6.46,164.11,55.05,272.11,0.947
cilantro,1,24.18,40.17,5.45,76.77,28.38,96.77,0.389
basil,6,30.54,49.5,6.43,135.76,35.55,163.47,0.646
melon,5,30.8,100.0,6.16,147.25,64.47,348.77,1.081
lettuce,4,29.75,86.96,5.42,147.64,45.4,185.54,0.73
lettuce,4,16.21,77.83,5.3,157.98,48.99,197.98,0.781
cucumber,3,19.88,85.63,6.56,192.51,66.26,342.51,1.16
arugula,3,21.31,65.77,4.55,134.56,33.28,168.56,0.649
arugula,2,20.56,65.33,6.35,95.77,27.88,115.77,0.462
strawberry,10,23.98,62.28,4.71,90.38,40.94,175.38,0.591
mint,2,30.21,80.5,5.69,92.32,27.48,92.32,0.409
zucchini,1,27.23,84.84,6.98,126.15,48.07,156.15,0.637
pak_choi,3,26.53,47.56,4.64,149.68,53.59,217.68,0.812
spinach,6,19.8,50.16,5.53,177.0,58.5,247.0,0.931
basil,3,20.62,28.26,7.26,134.54,35.77,161.54,0.64
pepper,7,30.68,43.77,6.91,157.74,60.48,304.88,1.009
tomato,10,22.07,42.29,7.46,168.71,79.35,378.71,1.209
tomato,2,27.97,45.28,5.06,112.41,46.2,142.41,0.581
cilantro,3,34.74,75.84,5.96,109.36,30.75,141.27,0.543
bean,1,23.32,76.92,5.26,119.08,39.54,119.08,0.536
strawberry,4,21.93,54.5,5.12,95.37,42.69,125.37,0.508
eggplant,7,21.08,51.48,6.48,173.95,71.98,353.95,1.157
pepper,14,26.05,49.43,7.16,166.91,63.45,326.91,1.075
mint,9,28.94,62.19,6.52,186.21,49.37,215.36,0.87
arugula,2,24.98,73.14,7.3,102.34,31.17,122.34,0.493
arugula,4,19.31,44.56,5.9,159.14,39.57,199.14,0.767
cucumber,8,14.83,52.72,5.93,216.06,76.53,373.56,1.285
mint,7,18.06,50.11,7.22,187.96,48.98,217.96,0.877
strawberry,17,35.55,37.2,6.33,76.34,34.8,143.69,0.491
cucumber,9,25.08,61.89,5.96,201.94,70.97,351.94,1.205
melon,12,18.56,51.7,6.98,153.65,66.83,373.65,1.146
cucumber,10,17.17,35.06,5.17,184.98,65.49,319.98,1.1
spinach,6,32.12,71.48,5.53,158.99,53.2,220.34,0.834
mint,3,24.16,43.48,6.89,200.38,55.19,230.38,0.937
arugula,5,26.95,75.95,6.08,155.11,37.55,195.11,0.748
tomato,7,31.14,53.39,6.42,171.59,49.56,244.05,0.897
pak_choi,5,20.76,62.73,6.21,178.16,64.08,258.16,0.965
basil,8,39.01,72.98,7.32,110.32,31.72,130.41,0.525
arugula,2,26.61,68.09,5.64,101.0,30.5,121.0,0.487
pak_choi,5,29.64,70.15,5.99,154.81,53.64,230.88,0.847
zucchini,3,18.26,75.86,6.65,183.32,61.66,303.32,1.057
eggplant,5,24.52,72.23,6.26,168.04,69.02,348.04,1.128
pepper,11,20.66,65.49,6.47,161.11,60.55,321.11,1.047
tomato,16,23.03,65.4,5.99,164.71,77.36,374.71,1.19
mint,3,26.28,71.38,6.32,191.9,50.95,221.9,0.896
arugula,4,29.26,61.45,7.01,149.78,36.4,188.27,0.722
pepper,3,28.33,62.18,7.39,110.0,35.2,129.8,0.53
cucumber,1,22.14,51.7,4.88,94.3,30.15,119.8,0.471
bean,6,21.68,41.12,5.82,133.62,46.81,193.62,0.721
pepper,7,15.33,81.44,5.03,150.92,55.46,310.92,0.998
bean,7,26.69,78.27,5.34,145.76,52.88,205.76,0.78
cilantro,5,12.64,60.62,6.66,148.06,42.53,190.06,0.734
spinach,5,19.41,69.68,6.54,169.43,54.71,239.43,0.894
mint,7,8.62,61.17,5.34,193.65,49.57,225.15,0.903
eggplant,11,15.98,75.75,7.0,163.54,66.77,343.54,1.107
mint,6,32.42,71.93,6.22,158.51,40.22,184.53,0.739
pepper,2,23.86,40.07,7.05,118.92,39.46,138.92,0.573
mint,4,30.47,77.1,6.23,176.75,46.71,204.52,0.825
tomato,8,34.07,55.66,6.05,142.01,66.92,313.77,1.008
spinach,1,22.98,67.72,6.1,86.49,23.24,106.49,0.417
pepper,2,20.59,70.02,5.17,128.34,44.17,148.34,0.619
spinach,1,21.97,58.07,7.19,108.75,34.38,128.75,0.524
cilantro,1,30.92,64.89,6.45,57.28,19.52,75.53,0.294
cucumber,9,30.29,44.57,6.35,194.18,69.15,333.88,1.152
cilantro,3,24.51,39.81,7.38,126.43,36.21,162.43,0.627
zucchini,4,23.23,61.84,5.37,179.33,59.66,299.33,1.038
spinach,6,14.73,49.05,6.19,204.28,70.64,277.78,1.066
bean,9,27.86,64.26,5.38,141.1,50.55,201.1,0.757
cucumber,3,25.27,85.55,5.31,197.11,68.55,347.11,1.182
eggplant,1,20.31,36.02,6.54,108.85,45.43,135.85,0.56
lettuce,1,25.13,39.16,6.15,78.71,25.85,87.71,0.371
pak_choi,5,22.41,60.12,5.74,166.68,58.34,246.68,0.91
mint,7,21.54,45.75,5.22,180.24,45.12,210.24,0.84
strawberry,14,28.72,36.69,5.91,101.75,46.48,189.59,0.652
pepper,9,31.72,71.01,6.41,140.99,52.73,283.13,0.92
cucumber,3,31.29,39.75,7.23,161.87,56.9,282.07,0.966
lettuce,6,12.57,46.01,5.66,165.22,51.11,207.22,0.817
pak_choi,4,26.36,57.71,6.69,170.58,60.29,250.58,0.929
spinach,6,22.87,75.46,6.8,176.08,58.04,246.08,0.926
bean,2,17.86,74.19,5.47,114.68,37.34,114.68,0.514
basil,3,21.43,44.45,5.4,150.28,40.14,180.28,0.715
strawberry,4,28.46,70.43,8.07,76.87,34.25,101.95,0.411
lettuce,4,26.82,64.09,6.1,162.79,51.39,202.79,0.804
mint,5,24.99,69.05,4.96,162.7,43.1,188.2,0.76
cucumber,5,31.13,64.22,6.62,173.16,59.4,309.07,1.045
cucumber,1,17.23,53.94,6.4,109.56,34.78,139.56,0.548
strawberry,19,27.45,88.43,7.63,93.93,42.71,178.93,0.609
mint,6,24.43,59.83,6.17,192.83,51.42,222.83,0.901
cilantro,2,20.01,77.39,5.68,72.65,26.32,92.65,0.37
strawberry,9,22.22,58.85,5.99,112.72,51.36,212.72,0.727
strawberry,6,21.74,75.87,5.84,108.54,49.27,208.54,0.707
bean,6,26.51,68.2,4.6,112.44,39.22,163.44,0.608
spinach,3,29.1,64.42,6.19,178.71,60.34,246.4,0.936
basil,5,23.95,65.84,5.95,148.92,39.46,178.92,0.708
lettuce,1,38.88,72.27,6.0,57.72,18.75,64.45,0.272
bean,4,22.73,62.04,5.87,139.92,49.96,199.92,0.752
pepper,12,25.56,73.09,5.86,154.98,57.49,314.98,1.017
mint,5,27.48,48.67,5.55,185.48,47.74,215.48,0.865
pak_choi,5,22.9,67.82,8.2,148.52,53.01,216.52,0.806
melon,4,24.81,67.99,6.11,157.89,68.95,377.89,1.166
basil,4,17.95,43.73,5.81,149.0,39.5,179.0,0.709
basil,8,25.21,86.86,5.59,153.2,41.6,183.2,0.729
bean,1,29.95,65.32,7.87,93.35,30.84,93.35,0.42
strawberry,9,29.74,57.94,6.6,107.65,49.09,202.43,0.693
bean,4,35.18,58.7,6.88,109.51,39.06,156.59,0.589
tomato,4,25.44,48.76,5.06,204.45,62.23,284.45,1.063
eggplant,4,16.04,72.45,6.27,114.83,47.41,144.83,0.592
bean,4,29.0,58.09,5.63,136.5,48.85,194.7,0.733
zucchini,1,20.5,68.09,5.66,136.41,53.21,166.41,0.687
basil,6,23.45,22.11,6.14,137.8,37.4,164.8,0.656
spinach,4,21.44,83.11,6.43,181.3,60.65,251.3,0.951
zucchini,2,27.81,41.26,5.44,130.35,50.18,160.35,0.657
spinach,3,22.72,73.67,5.16,171.11,55.56,241.11,0.902
eggplant,3,28.01,57.7,7.0,116.63,48.32,146.62,0.601
spinach,3,33.54,59.52,6.52,154.45,52.21,212.82,0.809
bean,8,28.01,82.66,6.44,148.88,54.45,208.86,0.795
cucumber,1,27.81,68.33,4.35,97.07,31.54,122.57,0.484
cilantro,3,31.43,63.76,5.92,118.74,32.46,154.63,0.59
spinach,3,27.88,69.12,5.28,174.13,57.06,244.13,0.917
eggplant,3,22.8,56.56,5.19,121.28,50.64,151.28,0.623
arugula,5,16.67,67.42,6.67,173.28,46.64,213.28,0.835
mint,4,23.53,58.35,4.46,162.7,43.1,188.2,0.76
arugula,3,24.83,63.02,6.44,159.07,39.53,199.07,0.767
basil,7,15.12,59.49,5.62,151.59,40.79,181.59,0.721
tomato,12,25.77,54.09,6.05,166.28,78.14,376.28,1.197
melon,8,20.51,53.87,6.12,162.34,71.17,382.34,1.188
cucumber,7,26.36,65.37,7.48,198.2,69.1,348.2,1.187
strawberry,18,29.36,52.5,6.73,106.8,48.61,202.72,0.691
arugula,2,28.41,64.14,6.45,101.79,31.14,121.55,0.491
zucchini,2,14.48,67.52,6.51,135.84,52.17,167.34,0.685
melon,8,24.56,72.13,5.32,164.4,72.2,384.4,1.198
pak_choi,2,17.19,72.42,6.13,108.77,44.39,128.77,0.544
strawberry,12,22.34,70.14,6.93,107.1,48.55,207.1,0.7
zucchini,10,31.45,86.91,6.38,162.54,54.38,270.12,0.939
bean,6,21.0,60.33,7.34,136.6,48.3,196.6,0.736
bean,7,28.9,58.24,5.87,132.07,46.57,190.45,0.712
strawberry,11,19.36,44.74,6.5,108.16,49.08,208.16,0.705
strawberry,3,32.91,69.8,5.77,65.9,28.69,91.48,0.359
basil,8,18.97,28.36,7.0,138.56,37.78,165.56,0.659
basil,5,21.72,34.89,6.38,130.16,33.58,157.16,0.619
pak_choi,2,27.9,88.48,6.58,99.65,39.83,119.65,0.5
pepper,7,20.53,64.8,7.55,139.66,52.83,275.66,0.903
pak_choi,6,16.83,67.0,5.68,170.92,60.46,250.92,0.93
melon,8,23.37,55.78,6.88,165.0,72.5,385.0,1.201
pepper,12,21.65,79.12,6.52,165.17,62.59,325.17,1.066
tomato,15,28.48,77.0,6.16,163.92,77.03,370.9,1.18
melon,9,38.22,48.25,6.93,113.62,49.88,266.17,0.829
zucchini,1,24.34,77.85,6.32,129.36,49.68,159.36,0.653
eggplant,13,26.68,50.65,6.99,169.32,69.66,349.32,1.135
cucumber,11,21.76,59.12,6.84,206.28,73.14,356.28,1.226
arugula,4,28.5,65.75,6.51,160.34,40.77,199.74,0.773
basil,8,29.7,89.66,7.17,143.34,38.45,171.81,0.682
strawberry,12,28.22,47.22,6.8,114.2,52.13,213.54,0.733
mint,5,23.62,83.75,5.83,190.08,50.04,220.08,0.888
strawberry,1,20.13,78.34,5.69,86.3,38.15,116.3,0.464
cilantro,2,29.44,52.4,7.21,71.48,26.17,90.62,0.363
melon,9,24.31,53.75,6.17,163.25,71.62,383.25,1.192
lettuce,4,15.95,37.5,6.73,143.66,44.83,179.66,0.71
zucchini,9,29.48,80.01,7.62,150.73,51.19,247.4,0.867
melon,11,13.77,67.57,6.04,164.76,71.88,395.76,1.22
spinach,2,16.38,64.91,5.63,97.68,28.84,117.68,0.471
zucchini,5,21.21,52.78,6.51,180.23,60.11,300.23,1.043
cilantro,1,21.06,67.27,7.35,77.53,28.76,97.53,0.393
bean,6,26.28,73.1,6.2,150.12,55.06,210.12,0.801
melon,10,27.63,57.87,6.68,161.43,70.72,381.43,1.183
pepper,11,13.23,50.94,7.31,171.2,64.6,339.2,1.109
cilantro,2,30.87,28.83,6.6,57.57,20.64,73.85,0.293
tomato,12,31.98,57.44,6.83,143.2,67.2,328.13,1.039
eggplant,7,18.76,92.65,5.65,175.01,72.51,355.01,1.162
zucchini,4,21.4,69.71,6.68,180.08,60.04,300.08,1.042
pak_choi,5,14.35,59.39,4.84,144.78,49.89,216.78,0.794
strawberry,2,28.51,71.85,6.75,88.92,39.54,118.46,0.476
lettuce,2,21.91,37.57,6.99,77.32,25.16,86.32,0.364
eggplant,6,21.09,68.55,6.47,173.1,71.55,353.1,1.153
lettuce,4,18.52,60.55,5.74,163.45,51.73,203.45,0.807
zucchini,1,19.44,18.01,7.78,105.14,41.32,127.64,0.529
pepper,14,21.84,46.68,5.91,161.14,60.57,321.14,1.047
pak_choi,5,33.52,64.13,5.43,145.8,52.04,212.55,0.791
pepper,1,25.07,80.41,6.66,110.65,35.33,130.65,0.534
cucumber,8,24.82,61.9,6.82,193.49,66.74,343.49,1.164
spinach,6,21.55,60.57,7.67,147.33,48.17,206.83,0.776
strawberry,17,19.96,46.4,6.21,109.9,49.95,209.9,0.713
tomato,14,21.64,48.24,6.98,168.04,79.02,378.04,1.206
basil,7,23.88,62.14,6.11,144.71,37.35,174.71,0.688
pepper,1,21.26,75.27,6.78,122.51,41.25,142.51,0.591
lettuce,5,21.1,56.27,5.85,153.58,46.79,193.58,0.76
tomato,14,25.37,73.46,5.15,170.79,80.39,380.79,1.219
pepper,2,19.24,56.39,5.84,115.44,37.72,135.44,0.557
strawberry,16,32.81,65.19,5.47,87.71,39.58,173.28,0.58
lettuce,1,17.86,73.1,6.28,86.86,28.43,96.86,0.409
eggplant,7,25.95,55.67,6.28,171.73,70.86,351.73,1.146
pepper,1,27.5,54.36,5.59,120.92,40.46,140.92,0.583
mint,8,20.24,53.67,5.94,194.66,52.33,224.66,0.91
pak_choi,3,15.36,81.46,4.36,145.44,51.47,213.44,0.791
arugula,3,24.4,60.12,5.62,157.46,38.73,197.46,0.759
arugula,3,15.69,65.53,6.56,150.99,35.49,190.99,0.728
lettuce,7,17.65,76.36,6.42,165.92,52.96,205.92,0.819
spinach,1,20.06,42.91,6.36,96.15,28.08,116.15,0.464
arugula,4,29.53,66.89,6.21,162.82,43.24,200.98,0.785
tomato,14,22.63,60.88,5.41,170.69,80.35,380.69,1.218
melon,7,16.85,81.72,7.87,125.69,54.34,312.69,0.95
eggplant,1,16.87,76.08,5.96,111.37,45.68,141.37,0.576
mint,8,35.24,71.44,6.57,155.43,42.49,178.92,0.727
arugula,2,16.89,78.84,5.55,96.31,28.16,116.31,0.464
arugula,1,40.0,49.69,5.82,66.48,20.44,79.28,0.321
zucchini,1,25.41,49.28,5.93,131.67,50.83,161.67,0.664
tomato,14,19.62,63.76,6.03,173.35,81.68,383.35,1.231
tomato,11,20.34,76.54,6.18,171.84,80.92,381.84,1.224
arugula,5,26.92,60.68,6.32,161.78,40.89,201.78,0.78
pepper,11,21.9,53.36,6.59,162.26,61.13,322.26,1.052
eggplant,6,22.76,69.59,5.84,156.07,63.03,336.07,1.071
tomato,5,24.33,44.38,6.27,187.67,53.83,267.67,0.982
basil,4,22.16,66.86,6.46,148.97,39.48,178.97,0.709
melon,1,22.76,59.61,5.54,139.22,49.61,179.22,0.71
cucumber,5,27.38,54.99,5.89,197.49,68.75,347.49,1.184
basil,3,15.11,70.53,7.31,153.46,41.73,183.46,0.73
tomato,2,31.73,32.26,6.73,95.47,39.85,119.11,0.491
pak_choi,2,31.45,50.46,6.59,80.13,31.1,98.06,0.404
pak_choi,6,18.87,49.37,6.36,172.03,61.01,252.03,0.935
spinach,2,19.41,62.16,7.8,81.82,23.91,98.82,0.394
pepper,9,16.15,77.4,5.87,159.12,59.56,319.12,1.037
bean,8,17.07,52.25,6.09,148.72,54.36,208.72,0.794
lettuce,2,24.17,60.02,4.98,79.19,26.84,87.69,0.374
strawberry,15,33.23,87.45,6.9,84.45,38.01,168.76,0.562
basil,3,20.72,75.79,5.88,154.29,42.14,184.29,0.734
melon,9,19.75,43.05,6.48,161.6,70.8,381.6,1.184
basil,2,19.56,54.59,6.21,92.98,26.49,92.98,0.41
bean,8,9.96,64.59,6.77,144.28,51.14,207.28,0.777
pepper,14,27.21,70.98,6.0,156.07,58.04,316.07,1.022
eggplant,5,31.59,34.1,5.74,126.19,51.21,268.81,0.861
pak_choi,3,29.32,87.14,6.7,162.25,57.12,239.09,0.884
melon,8,40.0,44.18,6.27,103.29,45.25,244.09,0.757
melon,9,36.85,46.42,6.87,115.65,50.48,277.24,0.855
arugula,4,17.4,59.37,7.3,155.59,37.8,195.59,0.75
eggplant,2,29.92,77.75,6.45,110.42,45.79,138.69,0.569
basil,2,30.89,44.01,5.08,87.23,25.35,87.23,0.385
spinach,1,16.98,82.13,7.02,98.33,29.16,118.33,0.474
melon,6,24.75,66.54,5.01,145.4,62.7,365.4,1.106
melon,4,18.73,72.88,5.6,157.5,68.75,377.5,1.164
strawberry,4,21.72,41.57,4.97,72.0,31.75,97.5,0.388
cucumber,3,18.86,40.19,6.11,200.88,70.44,350.88,1.2
lettuce,1,29.5,77.19,8.25,68.45,22.15,76.5,0.322
cilantro,3,21.18,63.39,6.53,139.06,39.53,179.06,0.69
pepper,7,31.36,73.74,6.08,137.62,50.82,281.49,0.906
pepper,5,21.46,59.25,6.95,175.3,47.65,235.3,0.884
basil,7,22.19,51.04,7.13,149.29,39.64,179.29,0.71
arugula,3,18.3,70.81,6.66,165.17,42.59,205.17,0.796
strawberry,2,21.07,61.16,6.1,97.1,43.55,127.1,0.516
strawberry,6,25.97,70.39,5.7,105.83,47.92,205.83,0.693
pepper,1,37.83,55.83,4.94,70.52,24.16,81.63,0.34
basil,2,20.78,73.34,7.1,110.28,35.14,110.28,0.493
tomato,12,24.45,57.53,5.76,159.56,74.78,369.56,1.165
eggplant,16,24.84,61.31,5.65,171.01,70.51,351.01,1.143
cilantro,4,33.15,59.47,5.72,113.98,31.63,147.8,0.566
pak_choi,2,19.92,45.09,6.35,90.69,35.34,110.69,0.457
zucchini,2,22.68,62.96,6.56,128.13,49.06,158.13,0.647
bean,2,26.04,65.93,5.55,114.05,37.03,114.05,0.511
tomato,3,18.73,17.91,6.17,110.51,46.25,137.51,0.568
tomato,14,17.69,31.66,6.73,153.87,72.44,342.87,1.098
pak_choi,3,25.99,35.81,6.06,156.31,55.66,228.31,0.849
basil,3,24.84,89.83,5.81,150.88,40.44,180.88,0.718
strawberry,17,26.5,66.77,6.34,106.02,48.01,206.02,0.694
arugula,3,23.56,100.0,7.51,137.27,34.63,171.27,0.662
eggplant,3,27.41,60.18,5.86,115.74,47.87,145.74,0.597
arugula,2,36.93,47.2,5.43,73.72,22.22,88.36,0.355
pak_choi,2,39.03,67.45,7.13,64.96,25.79,78.34,0.326
eggplant,6,26.56,67.2,5.37,172.84,71.42,352.84,1.152
cilantro,3,20.66,63.31,5.79,133.06,36.53,173.06,0.661
melon,8,32.01,93.31,5.68,136.39,59.4,329.93,1.014
spinach,4,21.88,74.7,6.5,171.9,55.95,241.9,0.906
eggplant,7,20.53,37.63,5.9,155.29,64.15,317.29,1.035
lettuce,7,30.21,49.3,4.9,131.99,42.49,163.34,0.652
eggplant,12,26.17,62.1,5.84,166.64,68.32,346.64,1.122
cilantro,3,25.69,54.51,6.94,141.04,40.52,181.04,0.699
cilantro,3,23.88,39.67,6.57,129.57,37.79,165.57,0.642
cucumber,2,18.74,55.05,7.19,120.28,40.14,150.28,0.599
tomato,15,24.82,82.45,6.04,170.8,80.4,380.8,1.219
arugula,4,24.92,54.34,5.49,162.49,41.24,202.49,0.783
eggplant,1,32.91,48.64,4.94,92.78,39.36,113.86,0.474
arugula,2,20.63,57.89,6.31,105.53,32.76,125.53,0.509
melon,12,33.59,63.71,6.43,125.45,54.4,308.56,0.942
tomato,6,25.52,83.89,7.27,192.94,56.47,272.94,1.007
eggplant,3,33.7,55.13,6.39,97.28,40.35,122.15,0.501
pak_choi,3,14.54,54.86,5.02,177.22,62.36,261.22,0.966
cucumber,11,21.36,79.69,5.87,204.07,72.03,354.07,1.215
cilantro,4,22.01,52.53,7.63,114.08,31.54,148.08,0.566
basil,5,26.49,63.05,6.44,149.9,39.95,179.9,0.713
cilantro,1,23.58,57.92,5.87,74.91,27.45,94.91,0.38
lettuce,3,7.43,85.85,6.55,168.96,52.98,210.96,0.835
eggplant,16,15.38,69.64,6.35,164.54,67.27,344.54,1.112
pak_choi,5,18.76,37.62,6.07,150.45,52.73,222.45,0.821
arugula,5,21.63,64.59,5.82,161.06,40.53,201.06,0.777
eggplant,1,26.1,70.15,5.76,122.45,51.23,152.45,0.629
basil,7,33.32,61.06,7.27,127.56,34.37,152.78,0.607
lettuce,1,28.63,60.7,6.71,81.64,26.1,91.45,0.384
strawberry,16,19.92,70.0,6.67,103.1,46.55,203.1,0.68
eggplant,15,33.12,45.91,6.4,145.24,59.92,297.59,0.97
pepper,7,40.0,56.15,6.53,104.87,39.63,207.27,0.678
cilantro,1,11.58,57.11,6.43,91.73,35.37,112.73,0.463
bean,9,25.96,63.98,6.18,135.34,47.67,195.34,0.73
basil,6,6.89,59.92,5.86,162.5,44.5,194.0,0.773
zucchini,2,17.54,76.91,6.24,130.69,50.35,160.69,0.659
mint,8,17.51,23.33,6.26,166.57,42.78,193.57,0.777
zucchini,9,24.35,64.08,5.67,176.51,58.26,296.51,1.025
basil,2,36.14,58.12,6.44,75.87,22.82,75.87,0.337
tomato,4,10.19,38.84,6.11,183.92,53.96,259.92,0.96
spinach,5,24.81,61.93,6.73,176.98,58.49,246.98,0.93
spinach,3,13.41,51.14,6.03,181.61,59.31,255.11,0.957
spinach,4,27.2,38.35,6.78,163.17,54.59,226.17,0.856
arugula,5,28.04,92.23,7.24,164.29,42.19,204.24,0.792
basil,2,32.15,68.38,6.02,94.36,29.67,94.36,0.421
basil,3,29.04,64.85,6.9,142.81,37.5,171.87,0.679
mint,3,18.88,55.84,6.34,181.17,45.59,211.17,0.845
pepper,11,30.0,51.34,4.96,131.96,50.18,258.36,0.85
pak_choi,4,17.79,61.05,7.26,161.72,55.86,241.72,0.886
lettuce,3,18.25,66.09,6.35,167.24,53.62,207.24,0.826
spinach,5,23.23,68.32,4.9,154.93,51.97,214.43,0.813
cilantro,4,22.48,58.91,5.81,139.72,39.86,179.72,0.693
melon,11,23.1,49.79,7.7,144.52,63.76,331.52,1.041
basil,2,17.4,55.49,5.72,93.98,26.99,93.98,0.415
tomato,11,14.95,81.06,4.51,155.66,73.33,344.66,1.106
melon,4,33.15,50.05,6.56,138.8,60.94,324.81,1.012
tomato,1,35.24,69.42,7.12,101.07,42.71,124.55,0.517
pak_choi,3,26.94,62.21,5.56,172.3,61.15,252.3,0.937
tomato,15,25.52,69.57,5.39,177.25,83.63,387.25,1.25
pak_choi,4,24.28,65.51,5.49,174.99,62.49,254.99,0.95
zucchini,6,21.69,53.51,7.01,177.3,58.65,297.3,1.028
cilantro,4,30.46,66.96,6.66,129.2,36.82,166.25,0.641
melon,12,21.99,61.6,5.83,158.38,69.19,378.38,1.169
zucchini,5,6.55,43.65,4.81,159.47,52.73,267.47,0.925
cucumber,2,31.51,68.41,5.56,113.21,38.71,140.05,0.563
lettuce,1,32.9,75.26,5.32,68.35,21.38,76.88,0.321
melon,11,18.02,57.92,6.92,158.72,69.36,378.72,1.17
eggplant,1,6.88,67.79,6.43,126.79,52.9,158.29,0.652
cilantro,6,37.94,54.37,5.35,103.47,30.68,131.54,0.512
pak_choi,5,20.02,59.96,6.27,165.38,57.69,245.38,0.903
tomato,3,23.58,64.9,8.1,107.38,45.19,132.88,0.551
strawberry,2,30.82,56.07,6.82,90.35,40.6,117.81,0.48
eggplant,4,20.69,59.63,7.32,122.45,51.23,152.45,0.629
basil,3,19.37,59.06,6.13,150.18,40.09,180.18,0.714
melon,4,18.03,59.88,5.3,152.32,66.16,372.32,1.139
zucchini,10,29.5,46.31,6.52,175.78,59.24,290.38,1.013
bean,1,32.57,36.38,6.89,92.37,30.93,92.37,0.416
pepper,10,26.97,62.97,5.39,165.49,62.74,325.49,1.068
mint,9,17.57,67.74,7.01,189.46,49.73,219.46,0.885
lettuce,1,29.4,64.22,5.55,85.67,28.46,95.25,0.404
zucchini,5,19.17,62.87,6.4,183.34,61.67,303.34,1.058
arugula,1,18.36,50.21,6.49,91.05,25.53,111.05,0.439
pepper,8,28.71,64.36,6.4,162.31,61.58,318.9,1.047
melon,5,18.68,57.93,6.44,151.9,65.95,371.9,1.137
cucumber,1,22.9,85.77,5.9,122.62,41.31,152.62,0.61
spinach,6,27.9,60.72,6.38,175.63,57.82,245.63,0.924
eggplant,6,21.86,41.11,4.8,146.58,60.54,299.58,0.977
cilantro,6,40.0,64.9,7.52,72.98,21.79,92.58,0.361
arugula,2,21.65,87.41,5.94,103.02,31.51,123.02,0.497
cilantro,1,24.76,35.3,6.21,74.16,28.08,92.16,0.375
zucchini,4,25.51,37.53,6.06,164.2,55.1,272.2,0.948
pepper,12,26.26,63.82,5.7,157.48,58.74,317.48,1.029
arugula,1,18.33,51.52,5.87,104.1,32.05,124.1,0.502
melon,3,26.19,41.13,6.34,148.54,54.27,188.54,0.755
melon,10,12.83,60.13,7.18,163.69,71.34,394.69,1.214
tomato,1,22.62,65.34,6.42,116.58,48.29,146.58,0.601
strawberry,7,23.94,42.25,6.66,106.86,48.43,206.86,0.698
bean,9,16.75,61.39,6.03,144.97,52.49,204.97,0.776
pak_choi,5,20.38,63.7,7.19,162.31,56.16,242.31,0.889
lettuce,7,28.02,56.24,5.97,162.41,51.22,202.39,0.802
bean,3,18.71,61.88,6.49,131.48,45.74,191.48,0.711
arugula,2,26.06,67.03,7.14,95.94,27.97,115.94,0.463
arugula,1,17.9,53.73,6.91,95.09,27.54,115.09,0.458
pak_choi,4,30.93,65.0,6.5,148.36,51.38,221.33,0.812
arugula,5,20.9,51.99,6.57,148.98,34.49,188.98,0.718
eggplant,7,29.48,84.33,5.35,164.13,67.73,336.14,1.095
arugula,5,31.39,49.29,5.47,148.46,38.3,184.39,0.716
cilantro,3,23.49,51.9,6.24,144.54,42.27,184.54,0.716
zucchini,1,24.88,62.85,6.87,124.32,47.16,154.32,0.628
lettuce,4,23.16,39.58,6.49,144.95,45.48,180.95,0.716
zucchini,1,34.0,77.09,6.93,107.75,41.58,132.35,0.543
pepper,2,26.39,92.33,7.04,130.74,45.37,150.74,0.63
bean,9,23.86,77.86,4.72,117.26,41.63,168.26,0.631
arugula,1,31.83,64.38,6.23,90.4,27.5,108.1,0.436
cilantro,1,16.03,50.84,7.52,65.12,24.06,82.12,0.33
pepper,12,26.8,66.5,5.16,153.46,56.73,313.46,1.01
mint,5,24.19,61.46,8.04,168.82,46.16,194.32,0.789
bean,7,18.15,55.99,5.16,139.84,49.92,199.84,0.751
eggplant,12,33.52,63.97,5.69,145.8,60.39,295.99,0.968
bean,7,27.42,69.01,5.6,131.98,45.99,191.98,0.713
strawberry,16,20.38,69.09,7.74,94.04,42.77,179.04,0.609
spinach,4,25.42,47.3,6.22,182.46,61.23,252.46,0.957
eggplant,15,13.12,40.93,5.62,180.66,74.58,369.66,1.205
arugula,1,26.69,67.49,8.54,85.56,25.78,102.56,0.413
tomato,5,22.99,66.39,5.92,201.29,60.64,281.29,1.048
spinach,5,22.51,51.92,6.26,181.99,61.0,251.99,0.955
tomato,7,27.69,46.32,5.25,194.58,57.29,274.58,1.015
melon,5,17.47,64.28,6.48,152.11,66.05,372.11,1.138
zucchini,1,36.42,56.63,7.52,85.84,33.96,103.77,0.431
pepper,10,28.51,68.22,6.76,164.48,62.55,322.04,1.059
spinach,1,25.78,49.39,6.04,105.7,32.85,125.7,0.51
bean,1,33.78,64.4,5.89,99.78,33.36,99.78,0.449
eggplant,14,32.58,55.58,7.69,130.3,54.46,258.57,0.855
melon,10,23.97,43.58,6.92,161.46,70.73,381.46,1.183
tomato,15,31.95,63.61,7.99,128.54,60.61,282.15,0.909
pak_choi,4,29.4,53.88,5.21,150.79,51.44,227.43,0.829
zucchini,4,20.16,60.4,6.9,175.06,57.53,295.06,1.018
melon,9,24.47,50.52,5.22,157.09,68.55,377.09,1.162
